district,season,time,year,vars,value,CI_lower,CI_upper
Tharparkar,Kafir,past,2013,ndws,188,,
Tharparkar,Kafir,past,2014,ndws,193,,
Tharparkar,Kafir,past,2015,ndws,198,,
Tharparkar,Kafir,future,2021,ndws,189,189,190
Tharparkar,Kafir,future,2022,ndws,201,201,202
Tharparkar,Kafir,future,2023,ndws,186,186,187
Tharparkar,Kafir,future,2024,ndws,196,196,197
Tharparkar,Kafir,future,2025,ndws,202,201,202
Tharparkar,Kafir,future,2026,ndws,198,197,199
Tharparkar,Kafir,future,2027,ndws,198,198,199
Tharparkar,Kafir,future,2028,ndws,191,190,191
Tharparkar,Kafir,future,2029,ndws,194,193,194
Tharparkar,Kafir,future,2030,ndws,191,190,191
Tharparkar,Kafir,future,2031,ndws,193,192,194
Tharparkar,Kafir,future,2032,ndws,181,181,182
Tharparkar,Kafir,future,2033,ndws,202,202,203
Tharparkar,Kafir,future,2034,ndws,192,191,193
Tharparkar,Kafir,future,2035,ndws,195,195,196
Tharparkar,Kafir,future,2036,ndws,204,204,205
Tharparkar,Kafir,future,2037,ndws,192,191,193
Tharparkar,Kafir,future,2038,ndws,193,193,194
Tharparkar,Kafir,future,2039,ndws,181,181,182
Tharparkar,Kafir,future,2040,ndws,193,193,194
Tharparkar,Kafir,future,2041,ndws,194,194,195
Tharparkar,Kafir,future,2042,ndws,188,187,188
Tharparkar,Kafir,future,2043,ndws,182,181,182
Tharparkar,Kafir,future,2044,ndws,192,191,192
Tharparkar,Kafir,future,2045,ndws,190,190,191
Tharparkar,Kafir,future,2046,ndws,198,197,199
Tharparkar,Kafir,future,2047,ndws,202,202,202
Tharparkar,Kafir,future,2048,ndws,189,189,190
Tharparkar,Kafir,future,2049,ndws,170,169,171
Tharparkar,Kafir,future,2050,ndws,193,192,193
Tharparkar,Kafir,future,2051,ndws,196,195,197
Tharparkar,Kafir,future,2052,ndws,184,183,184
Tharparkar,Kafir,future,2053,ndws,188,187,188
Tharparkar,Kafir,future,2054,ndws,200,199,201
Tharparkar,Kafir,future,2055,ndws,190,190,191
Tharparkar,Kafir,future,2056,ndws,195,194,195
Tharparkar,Kafir,future,2057,ndws,181,180,182
Tharparkar,Kafir,future,2058,ndws,196,195,196
Tharparkar,Kafir,future,2059,ndws,175,174,176
Tharparkar,Kafir,future,2060,ndws,190,190,191
Tharparkar,Kafir,future,2061,ndws,198,198,199
Tharparkar,Kafir,future,2062,ndws,192,191,192
Tharparkar,Kafir,future,2063,ndws,174,173,175
Tharparkar,Kafir,future,2064,ndws,197,196,197
Tharparkar,Kafir,future,2065,ndws,203,202,203
Tharparkar,Kafir,past,1985,NT35,132,,
Tharparkar,Kafir,past,1986,NT35,152,,
Tharparkar,Kafir,past,1987,NT35,187,,
Tharparkar,Kafir,past,1988,NT35,146,,
Tharparkar,Kafir,past,1989,NT35,149,,
Tharparkar,Kafir,past,1990,NT35,132,,
Tharparkar,Kafir,past,1991,NT35,149,,
Tharparkar,Kafir,past,1992,NT35,126,,
Tharparkar,Kafir,past,1993,NT35,174,,
Tharparkar,Kafir,past,1994,NT35,110,,
Tharparkar,Kafir,past,1995,NT35,146,,
Tharparkar,Kafir,past,1996,NT35,145,,
Tharparkar,Kafir,past,1997,NT35,140,,
Tharparkar,Kafir,past,1998,NT35,151,,
Tharparkar,Kafir,past,1999,NT35,161,,
Tharparkar,Kafir,past,2000,NT35,155,,
Tharparkar,Kafir,past,2001,NT35,154,,
Tharparkar,Kafir,past,2002,NT35,172,,
Tharparkar,Kafir,past,2003,NT35,146,,
Tharparkar,Kafir,past,2004,NT35,150,,
Tharparkar,Kafir,past,2005,NT35,162,,
Tharparkar,Kafir,past,2006,NT35,140,,
Tharparkar,Kafir,past,2007,NT35,167,,
Tharparkar,Kafir,past,2008,NT35,166,,
Tharparkar,Kafir,past,2009,NT35,165,,
Tharparkar,Kafir,past,2010,NT35,145,,
Tharparkar,Kafir,past,2011,NT35,130,,
Tharparkar,Kafir,past,2012,NT35,154,,
Tharparkar,Kafir,past,2013,NT35,154,,
Tharparkar,Kafir,past,2014,NT35,171,,
Tharparkar,Kafir,past,2015,NT35,153,,
Tharparkar,Kafir,future,2021,NT35,169,169,170
Tharparkar,Kafir,future,2022,NT35,174,174,174
Tharparkar,Kafir,future,2023,NT35,167,166,168
Tharparkar,Kafir,future,2024,NT35,168,167,169
Tharparkar,Kafir,future,2025,NT35,186,186,187
Tharparkar,Kafir,future,2026,NT35,174,173,174
Tharparkar,Kafir,future,2027,NT35,168,167,168
Tharparkar,Kafir,future,2028,NT35,171,170,172
Tharparkar,Kafir,future,2029,NT35,165,164,165
Tharparkar,Kafir,future,2030,NT35,160,159,161
Tharparkar,Kafir,future,2031,NT35,168,168,169
Tharparkar,Kafir,future,2032,NT35,154,153,155
Tharparkar,Kafir,future,2033,NT35,172,171,172
Tharparkar,Kafir,future,2034,NT35,169,169,169
Tharparkar,Kafir,future,2035,NT35,169,168,169
Tharparkar,Kafir,future,2036,NT35,175,175,176
Tharparkar,Kafir,future,2037,NT35,170,170,171
Tharparkar,Kafir,future,2038,NT35,178,178,179
Tharparkar,Kafir,future,2039,NT35,163,163,164
Tharparkar,Kafir,future,2040,NT35,181,180,181
Tharparkar,Kafir,future,2041,NT35,174,174,174
Tharparkar,Kafir,future,2042,NT35,168,168,169
Tharparkar,Kafir,future,2043,NT35,164,164,165
Tharparkar,Kafir,future,2044,NT35,176,176,176
Tharparkar,Kafir,future,2045,NT35,160,159,160
Tharparkar,Kafir,future,2046,NT35,179,179,180
Tharparkar,Kafir,future,2047,NT35,186,185,186
Tharparkar,Kafir,future,2048,NT35,174,174,175
Tharparkar,Kafir,future,2049,NT35,167,166,168
Tharparkar,Kafir,future,2050,NT35,171,170,172
Tharparkar,Kafir,future,2051,NT35,178,177,178
Tharparkar,Kafir,future,2052,NT35,174,174,175
Tharparkar,Kafir,future,2053,NT35,175,174,175
Tharparkar,Kafir,future,2054,NT35,184,183,184
Tharparkar,Kafir,future,2055,NT35,184,184,184
Tharparkar,Kafir,future,2056,NT35,186,185,186
Tharparkar,Kafir,future,2057,NT35,169,169,170
Tharparkar,Kafir,future,2058,NT35,180,179,181
Tharparkar,Kafir,future,2059,NT35,179,178,179
Tharparkar,Kafir,future,2060,NT35,179,178,179
Tharparkar,Kafir,future,2061,NT35,183,183,184
Tharparkar,Kafir,future,2062,NT35,189,188,190
Tharparkar,Kafir,future,2063,NT35,166,164,167
Tharparkar,Kafir,future,2064,NT35,184,184,184
Tharparkar,Kafir,future,2065,NT35,201,201,202
Tharparkar,Kafir,past,1985,P5D,15.33432713,,
Tharparkar,Kafir,past,1986,P5D,10.50422484,,
Tharparkar,Kafir,past,1987,P5D,3.428294718,,
Tharparkar,Kafir,past,1988,P5D,24.07946494,,
Tharparkar,Kafir,past,1989,P5D,17.48630275,,
Tharparkar,Kafir,past,1990,P5D,11.91314756,,
Tharparkar,Kafir,past,1991,P5D,3.841517642,,
Tharparkar,Kafir,past,1992,P5D,13.65630234,,
Tharparkar,Kafir,past,1993,P5D,14.02639477,,
Tharparkar,Kafir,past,1994,P5D,21.55401155,,
Tharparkar,Kafir,past,1995,P5D,12.02493077,,
Tharparkar,Kafir,past,1996,P5D,10.44000385,,
Tharparkar,Kafir,past,1997,P5D,11.66750874,,
Tharparkar,Kafir,past,1998,P5D,9.569490736,,
Tharparkar,Kafir,past,1999,P5D,6.947930195,,
Tharparkar,Kafir,past,2000,P5D,11.58583546,,
Tharparkar,Kafir,past,2001,P5D,13.32563448,,
Tharparkar,Kafir,past,2002,P5D,3.939106992,,
Tharparkar,Kafir,past,2003,P5D,28.49848462,,
Tharparkar,Kafir,past,2004,P5D,8.624815836,,
Tharparkar,Kafir,past,2005,P5D,10.57422266,,
Tharparkar,Kafir,past,2006,P5D,22.95725573,,
Tharparkar,Kafir,past,2007,P5D,16.2815507,,
Tharparkar,Kafir,past,2008,P5D,13.48270905,,
Tharparkar,Kafir,past,2009,P5D,21.67823024,,
Tharparkar,Kafir,past,2010,P5D,18.71647327,,
Tharparkar,Kafir,past,2011,P5D,26.08606134,,
Tharparkar,Kafir,past,2012,P5D,21.75303194,,
Tharparkar,Kafir,past,2013,P5D,9.959882969,,
Tharparkar,Kafir,past,2014,P5D,13.97296284,,
Tharparkar,Kafir,past,2015,P5D,43.13622855,,
Tharparkar,Kafir,future,2021,P5D,18.99736285,18.81592025,19.17880544
Tharparkar,Kafir,future,2022,P5D,8.761849643,8.678152731,8.845546555
Tharparkar,Kafir,future,2023,P5D,18.65616808,18.46994364,18.84239252
Tharparkar,Kafir,future,2024,P5D,28.29314303,27.35069371,29.23559236
Tharparkar,Kafir,future,2025,P5D,9.955299594,9.81368164,10.09691755
Tharparkar,Kafir,future,2026,P5D,11.05192165,10.72106732,11.38277597
Tharparkar,Kafir,future,2027,P5D,16.09515086,15.62929652,16.56100521
Tharparkar,Kafir,future,2028,P5D,15.78420418,15.41511576,16.1532926
Tharparkar,Kafir,future,2029,P5D,32.02490959,31.35296938,32.69684979
Tharparkar,Kafir,future,2030,P5D,15.28624034,15.15083893,15.42164174
Tharparkar,Kafir,future,2031,P5D,17.84554654,17.27644598,18.41464711
Tharparkar,Kafir,future,2032,P5D,20.92901266,20.54274848,21.31527683
Tharparkar,Kafir,future,2033,P5D,8.904898504,8.763224161,9.046572846
Tharparkar,Kafir,future,2034,P5D,21.08839101,20.47957449,21.69720753
Tharparkar,Kafir,future,2035,P5D,13.53764755,13.27675029,13.7985448
Tharparkar,Kafir,future,2036,P5D,5.734263688,5.545789848,5.922737529
Tharparkar,Kafir,future,2037,P5D,12.37715265,12.07730176,12.67700355
Tharparkar,Kafir,future,2038,P5D,16.20505752,15.9024292,16.50768583
Tharparkar,Kafir,future,2039,P5D,23.27376602,22.9202003,23.62733174
Tharparkar,Kafir,future,2040,P5D,17.09443604,16.86362594,17.32524614
Tharparkar,Kafir,future,2041,P5D,14.78913319,14.67099165,14.90727474
Tharparkar,Kafir,future,2042,P5D,19.37240131,19.25420887,19.49059375
Tharparkar,Kafir,future,2043,P5D,18.38331987,18.23614929,18.53049046
Tharparkar,Kafir,future,2044,P5D,20.03306766,19.74289045,20.32324487
Tharparkar,Kafir,future,2045,P5D,17.00838626,16.87910669,17.13766583
Tharparkar,Kafir,future,2046,P5D,12.66546429,12.34307047,12.98785811
Tharparkar,Kafir,future,2047,P5D,15.71301109,15.43132444,15.99469775
Tharparkar,Kafir,future,2048,P5D,23.08482929,22.68453604,23.48512253
Tharparkar,Kafir,future,2049,P5D,23.59617051,23.24527417,23.94706684
Tharparkar,Kafir,future,2050,P5D,19.55118539,19.18387824,19.91849254
Tharparkar,Kafir,future,2051,P5D,7.288188583,7.12886023,7.447516935
Tharparkar,Kafir,future,2052,P5D,18.33607568,18.127612,18.54453936
Tharparkar,Kafir,future,2053,P5D,20.96745031,20.61870766,21.31619297
Tharparkar,Kafir,future,2054,P5D,15.33079547,14.75972891,15.90186204
Tharparkar,Kafir,future,2055,P5D,17.61927435,17.42075971,17.81778899
Tharparkar,Kafir,future,2056,P5D,20.24266745,19.54589885,20.93943605
Tharparkar,Kafir,future,2057,P5D,22.13254429,21.59922783,22.66586074
Tharparkar,Kafir,future,2058,P5D,24.75628376,24.13011206,25.38245546
Tharparkar,Kafir,future,2059,P5D,22.18390057,21.9426219,22.42517924
Tharparkar,Kafir,future,2060,P5D,13.85139481,13.57571785,14.12707176
Tharparkar,Kafir,future,2061,P5D,14.99308191,14.74670729,15.23945652
Tharparkar,Kafir,future,2062,P5D,39.52101709,38.51149192,40.53054225
Tharparkar,Kafir,future,2063,P5D,30.84346972,30.35935847,31.32758096
Tharparkar,Kafir,future,2064,P5D,19.1685641,18.64778247,19.68934574
Tharparkar,Kafir,future,2065,P5D,11.07645964,10.84145638,11.31146291
Tharparkar,Kafir,past,1985,P95,4.358368801,,
Tharparkar,Kafir,past,1986,P95,2.621114046,,
Tharparkar,Kafir,past,1987,P95,0,,
Tharparkar,Kafir,past,1988,P95,12.84656112,,
Tharparkar,Kafir,past,1989,P95,6.582624385,,
Tharparkar,Kafir,past,1990,P95,8.660419591,,
Tharparkar,Kafir,past,1991,P95,1.370761185,,
Tharparkar,Kafir,past,1992,P95,9.468686883,,
Tharparkar,Kafir,past,1993,P95,5.22372754,,
Tharparkar,Kafir,past,1994,P95,17.51027549,,
Tharparkar,Kafir,past,1995,P95,4.552724452,,
Tharparkar,Kafir,past,1996,P95,7.143279256,,
Tharparkar,Kafir,past,1997,P95,7.19260708,,
Tharparkar,Kafir,past,1998,P95,7.444533225,,
Tharparkar,Kafir,past,1999,P95,2.769197293,,
Tharparkar,Kafir,past,2000,P95,4.990534876,,
Tharparkar,Kafir,past,2001,P95,5.670959173,,
Tharparkar,Kafir,past,2002,P95,0.015948609,,
Tharparkar,Kafir,past,2003,P95,14.2780417,,
Tharparkar,Kafir,past,2004,P95,4.025622566,,
Tharparkar,Kafir,past,2005,P95,6.344530278,,
Tharparkar,Kafir,past,2006,P95,17.7498544,,
Tharparkar,Kafir,past,2007,P95,8.250132995,,
Tharparkar,Kafir,past,2008,P95,6.860560012,,
Tharparkar,Kafir,past,2009,P95,8.841355333,,
Tharparkar,Kafir,past,2010,P95,15.71208878,,
Tharparkar,Kafir,past,2011,P95,17.86519457,,
Tharparkar,Kafir,past,2012,P95,7.999021599,,
Tharparkar,Kafir,past,2013,P95,8.767515274,,
Tharparkar,Kafir,past,2014,P95,7.124892813,,
Tharparkar,Kafir,past,2015,P95,7.014783539,,
Tharparkar,Kafir,future,2021,P95,9.996755894,9.886247655,10.10726413
Tharparkar,Kafir,future,2022,P95,4.220351615,4.131535197,4.309168033
Tharparkar,Kafir,future,2023,P95,7.890142474,7.745236276,8.035048672
Tharparkar,Kafir,future,2024,P95,7.35663071,7.121583974,7.591677446
Tharparkar,Kafir,future,2025,P95,3.561671598,3.409085726,3.71425747
Tharparkar,Kafir,future,2026,P95,5.083056336,4.862807023,5.303305649
Tharparkar,Kafir,future,2027,P95,5.110498476,4.918914732,5.302082219
Tharparkar,Kafir,future,2028,P95,9.198663684,8.888445561,9.508881808
Tharparkar,Kafir,future,2029,P95,8.567910157,8.396794317,8.739025996
Tharparkar,Kafir,future,2030,P95,6.748208151,6.510713607,6.985702696
Tharparkar,Kafir,future,2031,P95,6.722306656,6.51357254,6.931040772
Tharparkar,Kafir,future,2032,P95,11.43475786,11.25703529,11.61248043
Tharparkar,Kafir,future,2033,P95,3.836359374,3.698384358,3.97433439
Tharparkar,Kafir,future,2034,P95,8.007023275,7.734204775,8.279841775
Tharparkar,Kafir,future,2035,P95,4.63229913,4.465939701,4.798658559
Tharparkar,Kafir,future,2036,P95,2.856775141,2.715226775,2.998323508
Tharparkar,Kafir,future,2037,P95,6.213153353,6.012655581,6.413651124
Tharparkar,Kafir,future,2038,P95,6.758742944,6.584616604,6.932869285
Tharparkar,Kafir,future,2039,P95,10.67828933,10.57538226,10.78119639
Tharparkar,Kafir,future,2040,P95,6.010594706,5.830351004,6.190838408
Tharparkar,Kafir,future,2041,P95,5.960973638,5.857261519,6.064685758
Tharparkar,Kafir,future,2042,P95,8.592246169,8.44589937,8.738592968
Tharparkar,Kafir,future,2043,P95,11.81117689,11.62922449,11.9931293
Tharparkar,Kafir,future,2044,P95,8.44409357,8.362502262,8.525684877
Tharparkar,Kafir,future,2045,P95,6.877972942,6.801412156,6.954533729
Tharparkar,Kafir,future,2046,P95,6.402529586,6.133012454,6.672046717
Tharparkar,Kafir,future,2047,P95,1.830062564,1.744102974,1.916022155
Tharparkar,Kafir,future,2048,P95,9.34219952,9.180596857,9.503802184
Tharparkar,Kafir,future,2049,P95,14.82463289,14.57289316,15.07637262
Tharparkar,Kafir,future,2050,P95,8.541033221,8.394683063,8.68738338
Tharparkar,Kafir,future,2051,P95,5.868091351,5.680316186,6.055866515
Tharparkar,Kafir,future,2052,P95,9.713766868,9.531184452,9.896349285
Tharparkar,Kafir,future,2053,P95,9.271862073,9.120587763,9.423136382
Tharparkar,Kafir,future,2054,P95,5.212163989,4.987731044,5.436596935
Tharparkar,Kafir,future,2055,P95,6.543623566,6.376883115,6.710364017
Tharparkar,Kafir,future,2056,P95,7.507648419,7.289050952,7.726245887
Tharparkar,Kafir,future,2057,P95,13.02693446,12.73286435,13.32100457
Tharparkar,Kafir,future,2058,P95,6.870114533,6.659696549,7.080532518
Tharparkar,Kafir,future,2059,P95,11.63319613,11.41804366,11.8483486
Tharparkar,Kafir,future,2060,P95,7.070774757,6.818958664,7.32259085
Tharparkar,Kafir,future,2061,P95,5.530103777,5.359867024,5.700340531
Tharparkar,Kafir,future,2062,P95,9.660255799,9.430465468,9.89004613
Tharparkar,Kafir,future,2063,P95,18.2087962,17.67389425,18.74369815
Tharparkar,Kafir,future,2064,P95,6.933348841,6.835111991,7.031585692
Tharparkar,Kafir,future,2065,P95,4.272652152,4.117725864,4.427578441
Tharparkar,Rabi,past,1985,CDD,171,,
Tharparkar,Rabi,past,1986,CDD,165,,
Tharparkar,Rabi,past,1987,CDD,159,,
Tharparkar,Rabi,past,1988,CDD,155,,
Tharparkar,Rabi,past,1989,CDD,181,,
Tharparkar,Rabi,past,1990,CDD,181,,
Tharparkar,Rabi,past,1991,CDD,179,,
Tharparkar,Rabi,past,1992,CDD,174,,
Tharparkar,Rabi,past,1993,CDD,164,,
Tharparkar,Rabi,past,1994,CDD,177,,
Tharparkar,Rabi,past,1995,CDD,172,,
Tharparkar,Rabi,past,1996,CDD,144,,
Tharparkar,Rabi,past,1997,CDD,133,,
Tharparkar,Rabi,past,1998,CDD,101,,
Tharparkar,Rabi,past,1999,CDD,152,,
Tharparkar,Rabi,past,2000,CDD,177,,
Tharparkar,Rabi,past,2001,CDD,166,,
Tharparkar,Rabi,past,2002,CDD,114,,
Tharparkar,Rabi,past,2003,CDD,174,,
Tharparkar,Rabi,past,2004,CDD,146,,
Tharparkar,Rabi,past,2005,CDD,131,,
Tharparkar,Rabi,past,2006,CDD,94,,
Tharparkar,Rabi,past,2007,CDD,165,,
Tharparkar,Rabi,past,2008,CDD,102,,
Tharparkar,Rabi,past,2009,CDD,98,,
Tharparkar,Rabi,past,2010,CDD,173,,
Tharparkar,Rabi,past,2011,CDD,170,,
Tharparkar,Rabi,past,2012,CDD,114,,
Tharparkar,Rabi,past,2013,CDD,141,,
Tharparkar,Rabi,past,2014,CDD,169,,
Tharparkar,Rabi,future,2021,CDD,172,172,173
Tharparkar,Rabi,future,2022,CDD,148,147,150
Tharparkar,Rabi,future,2023,CDD,128,126,129
Tharparkar,Rabi,future,2024,CDD,149,148,151
Tharparkar,Rabi,future,2025,CDD,168,167,169
Tharparkar,Rabi,future,2026,CDD,155,153,157
Tharparkar,Rabi,future,2027,CDD,136,135,138
Tharparkar,Rabi,future,2028,CDD,159,158,160
Tharparkar,Rabi,future,2029,CDD,138,137,139
Tharparkar,Rabi,future,2030,CDD,123,122,125
Tharparkar,Rabi,future,2031,CDD,151,150,151
Tharparkar,Rabi,future,2032,CDD,114,112,115
Tharparkar,Rabi,future,2033,CDD,142,141,143
Tharparkar,Rabi,future,2034,CDD,127,126,129
Tharparkar,Rabi,future,2035,CDD,159,158,160
Tharparkar,Rabi,future,2036,CDD,141,140,143
Tharparkar,Rabi,future,2037,CDD,126,125,128
Tharparkar,Rabi,future,2038,CDD,148,147,150
Tharparkar,Rabi,future,2039,CDD,152,151,153
Tharparkar,Rabi,future,2040,CDD,99,98,100
Tharparkar,Rabi,future,2041,CDD,162,162,163
Tharparkar,Rabi,future,2042,CDD,155,155,156
Tharparkar,Rabi,future,2043,CDD,149,148,149
Tharparkar,Rabi,future,2044,CDD,132,131,133
Tharparkar,Rabi,future,2045,CDD,148,148,149
Tharparkar,Rabi,future,2046,CDD,130,129,131
Tharparkar,Rabi,future,2047,CDD,149,148,151
Tharparkar,Rabi,future,2048,CDD,111,110,112
Tharparkar,Rabi,future,2049,CDD,155,154,156
Tharparkar,Rabi,future,2050,CDD,126,124,128
Tharparkar,Rabi,future,2051,CDD,145,144,146
Tharparkar,Rabi,future,2052,CDD,143,141,145
Tharparkar,Rabi,future,2053,CDD,149,148,150
Tharparkar,Rabi,future,2054,CDD,90,88,93
Tharparkar,Rabi,future,2055,CDD,156,155,158
Tharparkar,Rabi,future,2056,CDD,142,141,144
Tharparkar,Rabi,future,2057,CDD,164,164,165
Tharparkar,Rabi,future,2058,CDD,142,141,144
Tharparkar,Rabi,future,2059,CDD,159,158,159
Tharparkar,Rabi,future,2060,CDD,120,119,121
Tharparkar,Rabi,future,2061,CDD,155,153,156
Tharparkar,Rabi,future,2062,CDD,152,151,154
Tharparkar,Rabi,future,2063,CDD,151,150,153
Tharparkar,Rabi,future,2064,CDD,152,151,154
Tharparkar,Rabi,past,1985,IRR,1218.504792,,
Tharparkar,Rabi,past,1986,IRR,1275.912234,,
Tharparkar,Rabi,past,1987,IRR,1339.889052,,
Tharparkar,Rabi,past,1988,IRR,1263.699071,,
Tharparkar,Rabi,past,1989,IRR,1239.855942,,
Tharparkar,Rabi,past,1990,IRR,1212.501085,,
Tharparkar,Rabi,past,1991,IRR,1189.340765,,
Tharparkar,Rabi,past,1992,IRR,1305.960844,,
Tharparkar,Rabi,past,1993,IRR,1340.254063,,
Tharparkar,Rabi,past,1994,IRR,1283.610753,,
Tharparkar,Rabi,past,1995,IRR,1270.417627,,
Tharparkar,Rabi,past,1996,IRR,1185.290095,,
Tharparkar,Rabi,past,1997,IRR,1197.712505,,
Tharparkar,Rabi,past,1998,IRR,1368.466132,,
Tharparkar,Rabi,past,1999,IRR,1409.584118,,
Tharparkar,Rabi,past,2000,IRR,1380.213076,,
Tharparkar,Rabi,past,2001,IRR,1347.824384,,
Tharparkar,Rabi,past,2002,IRR,1320.914481,,
Tharparkar,Rabi,past,2003,IRR,1429.19994,,
Tharparkar,Rabi,past,2004,IRR,1258.517175,,
Tharparkar,Rabi,past,2005,IRR,1336.481607,,
Tharparkar,Rabi,past,2006,IRR,1300.019473,,
Tharparkar,Rabi,past,2007,IRR,1461.716574,,
Tharparkar,Rabi,past,2008,IRR,1503.717491,,
Tharparkar,Rabi,past,2009,IRR,1552.560685,,
Tharparkar,Rabi,past,2010,IRR,1486.907943,,
Tharparkar,Rabi,past,2011,IRR,1472.027231,,
Tharparkar,Rabi,past,2012,IRR,1394.851411,,
Tharparkar,Rabi,past,2013,IRR,1384.340044,,
Tharparkar,Rabi,past,2014,IRR,1410.221256,,
Tharparkar,Rabi,future,2021,IRR,1348.850288,1344.869273,1352.831303
Tharparkar,Rabi,future,2022,IRR,1371.786278,1368.185917,1375.386639
Tharparkar,Rabi,future,2023,IRR,1344.112662,1339.124248,1349.101075
Tharparkar,Rabi,future,2024,IRR,1340.650083,1336.006373,1345.293793
Tharparkar,Rabi,future,2025,IRR,1396.053065,1391.669982,1400.436149
Tharparkar,Rabi,future,2026,IRR,1389.155486,1385.883459,1392.427512
Tharparkar,Rabi,future,2027,IRR,1299.48603,1293.356948,1305.615112
Tharparkar,Rabi,future,2028,IRR,1396.672018,1392.198042,1401.145993
Tharparkar,Rabi,future,2029,IRR,1310.035113,1305.421348,1314.648878
Tharparkar,Rabi,future,2030,IRR,1318.14484,1315.631374,1320.658306
Tharparkar,Rabi,future,2031,IRR,1361.908942,1360.034622,1363.783262
Tharparkar,Rabi,future,2032,IRR,1251.120673,1245.638766,1256.602579
Tharparkar,Rabi,future,2033,IRR,1321.041553,1318.179601,1323.903505
Tharparkar,Rabi,future,2034,IRR,1259.7482,1254.604348,1264.892052
Tharparkar,Rabi,future,2035,IRR,1285.190091,1279.807108,1290.573074
Tharparkar,Rabi,future,2036,IRR,1390.804337,1386.22262,1395.386054
Tharparkar,Rabi,future,2037,IRR,1383.525465,1380.494373,1386.556557
Tharparkar,Rabi,future,2038,IRR,1396.157181,1391.240341,1401.074021
Tharparkar,Rabi,future,2039,IRR,1353.029126,1348.3186,1357.739652
Tharparkar,Rabi,future,2040,IRR,1384.760113,1381.444206,1388.07602
Tharparkar,Rabi,future,2041,IRR,1368.944299,1365.794885,1372.093712
Tharparkar,Rabi,future,2042,IRR,1325.746507,1320.638227,1330.854787
Tharparkar,Rabi,future,2043,IRR,1357.379724,1353.903236,1360.856213
Tharparkar,Rabi,future,2044,IRR,1289.107313,1283.408778,1294.805848
Tharparkar,Rabi,future,2045,IRR,1313.685903,1309.328526,1318.04328
Tharparkar,Rabi,future,2046,IRR,1366.398338,1361.037175,1371.759502
Tharparkar,Rabi,future,2047,IRR,1413.030073,1410.141019,1415.919126
Tharparkar,Rabi,future,2048,IRR,1372.930458,1368.699816,1377.1611
Tharparkar,Rabi,future,2049,IRR,1364.325005,1360.578623,1368.071387
Tharparkar,Rabi,future,2050,IRR,1368.491131,1363.708075,1373.274186
Tharparkar,Rabi,future,2051,IRR,1378.26114,1373.662536,1382.859744
Tharparkar,Rabi,future,2052,IRR,1337.79867,1329.474007,1346.123333
Tharparkar,Rabi,future,2053,IRR,1349.828605,1345.041886,1354.615324
Tharparkar,Rabi,future,2054,IRR,1301.180433,1296.710942,1305.649923
Tharparkar,Rabi,future,2055,IRR,1376.059452,1369.91237,1382.206534
Tharparkar,Rabi,future,2056,IRR,1427.680381,1424.701658,1430.659103
Tharparkar,Rabi,future,2057,IRR,1391.128712,1386.050703,1396.206722
Tharparkar,Rabi,future,2058,IRR,1418.770612,1413.49209,1424.049134
Tharparkar,Rabi,future,2059,IRR,1393.759069,1388.064616,1399.453522
Tharparkar,Rabi,future,2060,IRR,1295.294528,1290.871844,1299.717211
Tharparkar,Rabi,future,2061,IRR,1448.74647,1444.486352,1453.006588
Tharparkar,Rabi,future,2062,IRR,1470.150438,1466.486632,1473.814245
Tharparkar,Rabi,future,2063,IRR,1407.690647,1402.24698,1413.134315
Tharparkar,Rabi,future,2064,IRR,1422.433814,1419.999291,1424.868336
Tharparkar,Rabi,past,1985,ndws,181,,
Tharparkar,Rabi,past,1986,ndws,181,,
Tharparkar,Rabi,past,1987,ndws,182,,
Tharparkar,Rabi,past,1988,ndws,181,,
Tharparkar,Rabi,past,1989,ndws,181,,
Tharparkar,Rabi,past,1990,ndws,181,,
Tharparkar,Rabi,past,1991,ndws,182,,
Tharparkar,Rabi,past,1992,ndws,181,,
Tharparkar,Rabi,past,1993,ndws,181,,
Tharparkar,Rabi,past,1994,ndws,181,,
Tharparkar,Rabi,past,1995,ndws,182,,
Tharparkar,Rabi,past,1996,ndws,181,,
Tharparkar,Rabi,past,1997,ndws,181,,
Tharparkar,Rabi,past,1998,ndws,181,,
Tharparkar,Rabi,past,1999,ndws,182,,
Tharparkar,Rabi,past,2000,ndws,181,,
Tharparkar,Rabi,past,2001,ndws,180,,
Tharparkar,Rabi,past,2002,ndws,180,,
Tharparkar,Rabi,past,2003,ndws,182,,
Tharparkar,Rabi,past,2004,ndws,181,,
Tharparkar,Rabi,past,2005,ndws,181,,
Tharparkar,Rabi,past,2006,ndws,181,,
Tharparkar,Rabi,past,2007,ndws,182,,
Tharparkar,Rabi,past,2008,ndws,181,,
Tharparkar,Rabi,past,2009,ndws,181,,
Tharparkar,Rabi,past,2010,ndws,181,,
Tharparkar,Rabi,past,2011,ndws,182,,
Tharparkar,Rabi,past,2012,ndws,181,,
Tharparkar,Rabi,past,2013,ndws,181,,
Tharparkar,Rabi,past,2014,ndws,181,,
Tharparkar,Rabi,future,2021,ndws,181,180,181
Tharparkar,Rabi,future,2022,ndws,179,179,180
Tharparkar,Rabi,future,2023,ndws,174,174,175
Tharparkar,Rabi,future,2024,ndws,180,180,181
Tharparkar,Rabi,future,2025,ndws,181,180,181
Tharparkar,Rabi,future,2026,ndws,181,180,181
Tharparkar,Rabi,future,2027,ndws,171,170,171
